,eta,calorie
8869,54,2370
8870,58,2193
8871,27,2718
8872,33,2568
8873,36,2259
8874,25,2684
8875,55,2179
8876,26,2392
8877,21,2710
8878,48,2309
8879,68,1880
8880,69,1948
8881,36,2397
8882,33,2445
8883,32,2562
8884,53,2324
8885,38,2316
8886,44,2058
8887,61,1821
8888,65,2200
8889,40,2001
8890,54,2347
8891,66,2079
8892,29,2875
8893,59,2315
8894,52,2261
8895,37,2557
8896,44,2092
8897,34,2532
8898,31,2186
8899,45,2435
8900,58,2137
8901,41,2458
8902,34,2385
8903,28,2706
8904,44,2015
8905,67,2027
8906,62,1987
8907,17,2772
8908,44,2484
8909,49,2359
8910,54,2489
8911,58,2201
8912,25,2863
8913,42,2038
8914,49,2000
8915,50,2299
8916,70,2139
8917,21,2313
8918,67,2055
8919,68,2203
8920,55,2377
8921,58,2481
8922,45,2431
8923,45,2386
8924,41,2304
8925,23,2526
8926,48,2109
8927,57,2243
8928,47,2259
8929,52,2384
8930,49,2172
8931,62,1978
8932,42,2183
8933,26,2393
8934,44,2350
8935,38,2556
8936,18,2357
8937,39,2567
8938,68,1897
8939,47,2369
8940,19,2789
8941,29,2669
8942,31,2402
8943,55,2016
8944,18,2510
8945,30,2257
8946,42,2218
8947,39,2083
8948,40,2496
8949,63,2233
8950,52,2213
8951,25,2457
8952,21,2871
8953,22,2728
8954,30,2551
8955,19,2588
8956,45,2041
8957,56,2192
8958,30,2315
8959,28,2620
8960,37,2399
8961,65,2184
8962,29,2378
8963,51,2402
8964,54,2314
8965,30,2328
8966,48,2411
8967,56,2025
8968,27,2770
8969,42,2254
8970,20,2706
8971,55,2443
8972,49,2165
8973,60,2244
8974,49,2012
8975,55,2301
8976,49,2471
8977,39,2171
8978,63,1992
8979,60,1919
8980,22,2452
8981,47,2467
8982,48,2061
8983,35,2452
8984,19,2499
8985,37,2393
8986,58,2436
8987,29,2892
8988,32,2350
8989,31,2014
8990,59,2451
8991,22,2670
8992,46,2416
8993,44,2276
8994,61,2077
8995,62,1852
8996,69,1838
8997,62,2284
8998,69,1808
8999,33,2347
9000,46,2458
9001,42,2366
9002,26,2656
9003,63,1839
9004,30,2010
9005,62,2073
9006,32,2444
9007,41,2367
9008,54,2491
9009,38,2495
9010,30,2279
9011,44,2081
9012,47,2422
9013,22,2717
9014,34,2511
9015,28,2660
9016,47,2182
9017,37,2158
9018,18,2701
9019,18,2420
9020,30,2575
9021,24,2851
9022,32,2088
9023,63,1967
9024,42,2452
9025,20,2483
9026,25,2363
9027,49,2276
9028,40,2482
9029,51,2113
9030,27,2893
9031,23,2851
9032,70,2223
9033,46,2464
9034,69,1811
9035,25,2317
9036,28,2361
9037,30,2376
9038,19,2789
9039,46,2333
9040,60,2279
9041,53,2157
9042,34,2494
9043,46,2227
9044,47,2248
9045,31,2206
9046,49,2311
9047,34,2359
9048,65,2244
9049,24,2461
9050,60,2124
9051,39,2202
9052,45,2431
9053,59,2307
9054,66,1915
9055,19,2340
9056,30,2482
9057,27,2395
9058,52,2183
9059,46,2269
9060,30,2072
9061,35,2058
9062,41,2295
9063,25,2752
9064,58,2153
9065,26,2475
9066,66,2167
9067,36,2018
9068,21,2302
9069,32,2347
9070,58,2232
9071,46,2191
9072,25,2547
9073,41,2310
9074,25,2351
9075,18,2744
9076,65,2015
9077,36,2469
9078,19,2372
9079,42,2103
9080,38,2525
9081,61,2165
9082,38,2523
9083,68,1875
9084,42,2450
9085,33,2129
9086,57,2102
9087,57,2490
9088,31,2045
9089,55,2183
9090,64,2018
9091,28,2476
9092,68,1867
9093,35,2242
9094,54,2237
9095,67,2007
9096,57,2388
9097,53,2073
9098,53,2200
9099,19,2836
9100,38,2193
9101,51,2343
9102,30,2578
9103,24,2387
9104,42,2233
9105,23,2797
9106,63,1974
9107,48,2491
9108,38,2439
9109,37,2245
9110,32,2110
9111,62,2083
9112,18,2745
9113,50,2069
9114,19,2664
9115,63,2181
9116,45,2287
9117,34,2080
9118,33,2559
9119,35,2569
9120,66,1956
9121,51,2252
9122,53,2066
9123,29,2310
9124,66,2045
9125,27,2410
9126,70,2053
9127,21,2446
9128,61,2035
9129,60,2269
9130,27,2514
9131,61,1984
9132,42,2425
9133,41,2267
9134,37,2206
9135,64,2223
9136,39,2246
9137,59,2234
9138,51,2065
9139,36,2468
9140,56,2095
9141,25,2370
9142,61,2016
9143,19,2787
9144,57,2241
9145,57,2482
9146,40,2150
9147,38,2551
9148,48,2135
9149,64,2087
9150,23,2459
9151,43,2476
9152,67,1855
9153,19,2803
9154,30,2195
9155,67,2081
9156,47,2230
9157,61,2269
9158,51,2374
9159,33,2443
9160,69,1882
9161,40,2269
9162,45,2255
9163,19,2718
9164,66,1810
9165,27,2655
9166,19,2625
9167,29,2748
9168,39,2340
9169,64,1984
9170,34,2241
9171,22,2491
9172,56,2272
9173,23,2708
9174,46,2471
9175,57,2236
9176,33,2169
9177,58,2243
9178,63,2238
9179,26,2900
9180,50,2098
9181,55,2020
9182,36,2159
9183,43,2377
9184,62,2072
9185,57,2190
9186,69,1821
9187,60,1803
9188,65,1881
9189,48,2463
9190,33,2024
9191,24,2536
9192,65,1997
9193,43,2446
9194,25,2690
9195,38,2471
9196,43,2311
9197,37,2460
9198,33,2181
9199,56,2478
9200,36,2192
9201,56,2140
9202,70,2030
9203,34,2327
9204,28,2570
9205,69,1979
9206,57,2308
9207,34,2040
9208,68,1849
9209,24,2686
9210,39,2304
9211,27,2431
9212,37,2319
9213,30,2546
9214,42,2128
9215,23,2814
9216,25,2722
9217,25,2862
9218,20,2350
9219,68,1948
9220,55,2388
9221,58,2060
9222,17,2655
9223,28,2887
9224,62,2291
9225,37,2129
9226,49,2323
9227,39,2405
9228,54,2015
9229,31,2279
9230,58,2170
9231,18,2690
9232,44,2019
9233,33,2122
9234,18,2368
9235,36,2152
9236,27,2579
9237,51,2471
9238,67,1809
9239,69,1843
9240,60,1878
9241,65,2097
9242,31,2286
9243,65,2211
9244,61,2112
9245,68,1934
9246,58,2276
9247,22,2475
9248,35,2272
9249,24,2697
9250,69,2174
9251,52,2043
9252,48,2336
9253,24,2817
9254,17,2618
9255,19,2550
9256,64,2232
9257,35,2292
9258,65,2215
9259,24,2495
9260,37,2060
9261,55,2396
9262,20,2731
9263,47,2426
9264,28,2774
9265,49,2113
9266,46,2379
9267,26,2545
9268,70,1917
9269,25,2711
9270,68,1968
9271,29,2789
9272,22,2459
9273,65,2147
9274,51,2261
9275,24,2728
9276,62,2144
9277,43,2251
9278,55,2207
9279,62,1867
9280,42,2199
9281,26,2716
9282,46,2331
9283,57,2147
9284,68,2157
9285,18,2681
9286,62,1886
9287,30,2446
9288,66,1835
9289,38,2018
9290,55,2417
9291,26,2681
9292,43,2351
9293,53,2398
9294,48,2466
9295,27,2326
9296,52,2197
9297,59,2324
9298,53,2224
9299,32,2151
9300,23,2506
9301,66,2247
9302,55,2162
9303,63,1836
9304,63,1947
9305,17,2442
9306,42,2263
9307,26,2884
9308,43,2245
9309,50,2110
9310,37,2578
9311,17,2390
9312,36,2209
9313,45,2150
9314,21,2681
9315,41,2492
9316,61,1921
9317,38,2242
9318,28,2661
9319,49,2406
9320,64,1908
9321,47,2251
9322,55,2171
9323,17,2774
9324,19,2626
9325,49,2132
9326,59,2434
9327,42,2226
9328,69,2285
9329,31,2025
9330,30,2211
9331,53,2079
9332,67,2131
9333,47,2386
9334,43,2128
9335,30,2054
9336,67,2050
9337,61,1895
9338,49,2129
9339,37,2078
9340,21,2460
9341,49,2291
9342,52,2020
9343,65,1859
9344,43,2199
9345,41,2166
9346,23,2676
9347,26,2638
9348,52,2159
9349,30,2234
9350,48,2377
9351,66,1897
9352,32,2058
9353,67,2233
9354,25,2733
9355,66,2007
9356,19,2333
9357,21,2644
9358,37,2362
9359,21,2678
9360,47,2392
9361,69,1867
9362,42,2048
9363,49,2192
9364,48,2495
9365,60,1873
9366,65,1832
9367,51,2233
9368,37,2202
9369,21,2709
9370,33,2049
9371,43,2345
9372,33,2043
9373,69,1888
9374,59,2208
9375,50,2409
9376,39,2191
9377,67,2291
9378,68,2014
9379,28,2853
9380,36,2393
9381,43,2467
9382,70,2286
9383,17,2900
9384,34,2214
9385,51,2486
9386,18,2609
9387,43,2121
9388,58,2428
9389,30,2146
9390,23,2536
9391,49,2387
9392,45,2202
9393,63,2204
9394,31,2272
9395,43,2064
9396,23,2664
9397,64,1892
9398,27,2610
9399,66,2209
9400,62,2065
9401,22,2428
9402,43,2050
9403,53,2272
9404,68,2063
9405,57,2347
9406,20,2886
9407,57,2176
9408,51,2056
9409,56,2432
9410,68,2060
9411,33,2489
9412,53,2204
9413,68,1864
9414,65,2246
9415,26,2825
9416,41,2117
9417,41,2118
9418,63,1903
9419,18,2433
9420,40,2282
9421,47,2453
9422,49,2175
9423,45,2441
9424,39,2297
9425,68,1952
9426,60,2024
9427,19,2728
9428,61,2101
9429,37,2164
9430,38,2379
9431,70,1827
9432,42,2049
9433,23,2827
9434,40,2159
9435,48,2313
9436,39,2409
9437,59,2478
9438,38,2234
9439,55,2203
9440,48,2297
9441,51,2398
9442,43,2237
9443,34,2461
9444,62,2279
9445,56,2382
9446,44,2209
9447,66,1991
9448,30,2003
9449,24,2784
9450,42,2183
9451,43,2147
9452,61,2009
9453,70,1912
9454,60,2295
9455,38,2067
9456,30,2402
9457,68,1888
9458,29,2621
9459,57,2292
9460,55,2295
9461,32,2400
9462,56,2231
9463,34,2380
9464,33,2499
9465,61,1907
9466,44,2313
9467,70,1936
9468,61,1906
9469,28,2684
9470,33,2049
9471,40,2014
9472,60,2036
9473,36,2065
9474,55,2085
9475,19,2360
9476,39,2532
9477,62,2061
9478,61,1879
9479,20,2495
9480,24,2776
9481,47,2483
9482,57,2060
9483,30,2478
9484,17,2461
9485,69,2122
9486,54,2421
9487,43,2449
9488,22,2306
9489,35,2218
9490,25,2877
9491,17,2782
9492,47,2145
9493,27,2706
9494,53,2370
9495,23,2523
9496,37,2290
9497,18,2371
9498,49,2376
9499,53,2447
9500,35,2316
9501,63,1824
9502,20,2613
9503,31,2462
9504,58,2098
9505,30,2400
9506,68,2201
9507,67,1848
9508,38,2381
9509,47,2253
9510,47,2306
9511,67,1979
9512,26,2787
9513,56,2156
9514,59,2158
9515,23,2839
9516,34,2273
9517,22,2805
9518,41,2337
9519,28,2891
9520,26,2793
9521,56,2231
9522,64,2222
9523,36,2412
9524,49,2331
9525,67,2098
9526,40,2230
9527,50,2125
9528,33,2405
9529,59,2318
9530,64,2126
9531,36,2252
9532,56,2172
9533,49,2068
9534,47,2373
9535,66,1920
9536,38,2428
9537,34,2192
9538,49,2445
9539,20,2331
9540,35,2080
9541,33,2329
9542,63,2037
9543,58,2436
9544,18,2386
9545,42,2124
9546,49,2127
9547,45,2249
9548,31,2509
9549,48,2348
9550,33,2053
9551,37,2194
9552,36,2362
9553,22,2310
9554,38,2465
9555,47,2267
9556,48,2254
9557,45,2128
9558,54,2078
9559,18,2410
9560,28,2603
9561,44,2156
9562,52,2249
9563,53,2174
9564,43,2000
9565,64,2030
9566,18,2639
9567,30,2075
9568,47,2290
9569,18,2572
9570,23,2713
9571,29,2307
9572,55,2322
9573,25,2643
9574,38,2115
9575,54,2283
9576,64,1946
9577,29,2368
9578,18,2568
9579,28,2887
9580,65,1802
9581,24,2412
9582,48,2092
9583,60,2013
9584,65,2147
9585,38,2587
9586,57,2219
9587,47,2248
9588,41,2356
9589,52,2074
9590,44,2179
9591,33,2219
9592,56,2406
9593,25,2883
9594,40,2301
9595,41,2176
9596,17,2608
9597,49,2145
9598,67,2013
9599,69,2221
9600,70,2245
9601,69,1928
9602,30,2000
9603,26,2459
9604,63,2105
9605,51,2127
9606,48,2284
9607,33,2581
9608,38,2301
9609,40,2362
9610,56,2500
9611,50,2160
9612,33,2292
9613,47,2352
9614,43,2407
9615,62,1833
9616,62,2085
9617,23,2317
9618,36,2379
9619,39,2491
9620,27,2355
9621,54,2203
9622,68,2264
9623,40,2120
9624,66,2282
9625,47,2436
9626,70,1839
9627,34,2428
9628,28,2485
9629,45,2366
9630,65,2215
9631,61,1985
9632,62,1954
9633,24,2454
9634,19,2723
9635,66,2276
9636,34,2229
9637,23,2695
9638,44,2267
9639,67,2112
9640,32,2337
9641,40,2089
9642,60,1886
9643,33,2424
9644,38,2135
9645,18,2769
9646,17,2340
9647,56,2145
9648,19,2570
9649,29,2551
9650,64,2062
9651,37,2092
9652,40,2332
9653,56,2495
9654,60,2260
9655,53,2088
9656,30,2152
9657,42,2018
9658,36,2474
9659,63,1920
9660,57,2108
9661,48,2366
9662,44,2359
9663,51,2382
9664,65,2223
9665,30,2130
9666,62,2266
9667,34,2472
9668,22,2742
9669,45,2299
9670,41,2113
9671,50,2290
9672,30,2105
9673,56,2164
9674,62,2229
9675,52,2016
9676,65,2218
9677,32,2095
9678,49,2458
9679,37,2512
9680,50,2078
9681,23,2854
9682,26,2866
9683,39,2434
9684,45,2000
9685,51,2242
9686,29,2463
9687,53,2433
9688,58,2058
9689,54,2206
9690,37,2182
9691,35,2352
9692,62,1856
9693,52,2098
9694,20,2377
9695,52,2175
9696,61,2236
9697,23,2547
9698,61,2230
9699,50,2038
9700,63,2140
9701,41,2309
9702,67,1935
9703,39,2440
9704,35,2456
9705,52,2187
9706,70,2158
9707,56,2168
9708,42,2396
9709,31,2476
9710,57,2059
9711,17,2782
9712,19,2505
9713,47,2007
9714,56,2327
9715,42,2144
9716,42,2446
9717,47,2056
9718,31,2356
9719,21,2488
9720,24,2859
9721,33,2074
9722,46,2024
9723,68,2263
9724,33,2552
9725,40,2480
9726,47,2342
9727,28,2737
9728,45,2037
9729,62,1869
9730,20,2758
9731,20,2638
9732,37,2515
9733,37,2021
9734,26,2618
9735,61,2287
9736,41,2484
9737,24,2456
9738,27,2483
9739,23,2854
9740,52,2125
9741,41,2060
9742,19,2609
9743,38,2440
9744,44,2225
9745,19,2405
9746,17,2482
9747,43,2347
9748,65,1912
9749,28,2652
9750,37,2220
9751,55,2432
9752,33,2400
9753,63,2142
9754,54,2396
9755,47,2356
9756,70,1916
9757,47,2080
9758,36,2006
9759,36,2547
9760,59,2434
9761,46,2171
9762,69,2143
9763,47,2090
9764,45,2271
9765,65,2194
9766,48,2177
9767,38,2169
9768,64,2143
9769,28,2671
9770,50,2015
9771,58,2324
9772,23,2338
9773,48,2143
9774,34,2469
9775,44,2338
9776,17,2815
9777,43,2401
9778,69,1929
9779,41,2030
9780,42,2387
9781,22,2475
9782,38,2280
9783,56,2001
9784,32,2508
9785,42,2215
9786,41,2423
9787,21,2847
9788,43,2326
9789,61,2005
9790,61,1862
9791,31,2136
9792,19,2825
9793,22,2858
9794,52,2416
9795,21,2607
9796,30,2279
9797,55,2302
9798,35,2250
9799,64,1883
9800,47,2431
9801,26,2397
9802,53,2183
9803,30,2316
9804,20,2372
9805,52,2113
9806,31,2193
9807,28,2872
9808,64,2070
9809,35,2160
9810,67,1812
9811,27,2747
9812,20,2387
9813,58,2264
9814,52,2115
9815,49,2376
9816,56,2089
9817,37,2286
9818,27,2327
9819,69,1998
9820,62,1830
9821,53,2328
9822,32,2446
9823,60,2174
9824,34,2139
9825,17,2385
9826,41,2164
9827,53,2272
9828,63,2283
9829,28,2864
9830,69,2214
9831,41,2277
9832,20,2727
9833,32,2106
9834,33,2070
9835,31,2460
9836,52,2077
9837,28,2429
9838,38,2392
9839,51,2248
9840,51,2390
9841,30,2159
9842,25,2793
9843,61,2042
9844,37,2032
9845,46,2455
9846,60,2176
9847,43,2275
9848,41,2255
9849,27,2386
9850,55,2465
9851,33,2418
9852,53,2139
9853,33,2316
9854,21,2489
9855,70,2262
9856,45,2410
9857,21,2561
9858,61,2004
9859,60,2210
9860,20,2368
9861,65,2165
9862,60,1883
9863,50,2365
9864,65,1917
9865,38,2435
9866,63,2242
9867,44,2353
9868,58,2004
9869,45,2082
9870,43,2425
9871,20,2475
9872,51,2362
9873,41,2159
9874,48,2412
9875,54,2133
9876,63,2263
9877,62,2127
9878,43,2423
9879,25,2814
9880,69,2254
9881,19,2562
9882,59,2014
9883,47,2431
9884,63,1913
9885,42,2486
9886,32,2494
9887,66,2276
9888,56,2223
9889,31,2277
9890,53,2219
9891,45,2100
9892,61,2107
9893,48,2297
9894,27,2736
9895,60,1847
9896,21,2639
9897,52,2266
9898,63,2170
9899,43,2416
9900,21,2329
9901,62,2043
9902,64,2014
9903,51,2090
9904,69,2228
9905,21,2763
9906,38,2118
9907,59,2058
9908,20,2791
9909,39,2336
9910,26,2521
9911,31,2551
9912,19,2604
9913,57,2096
9914,46,2240
9915,23,2612
9916,32,2319
9917,42,2033
9918,21,2768
9919,65,2101
9920,53,2480
9921,54,2230
9922,49,2087
9923,58,2215
9924,47,2095
9925,51,2331
9926,47,2388
9927,61,2053
9928,18,2521
9929,22,2601
9930,47,2336
9931,63,2106
9932,23,2689
9933,47,2299
9934,59,2459
9935,39,2570
9936,47,2072
9937,47,2191
9938,66,2066
9939,60,1892
9940,58,2155
9941,42,2177
9942,53,2178
9943,68,1968
9944,19,2826
9945,61,1989
9946,55,2051
9947,56,2392
9948,22,2868
9949,66,2047
9950,53,2416
9951,41,2485
9952,70,2082
9953,37,2453
9954,34,2050
9955,46,2312
9956,27,2315
9957,24,2801
9958,19,2755
9959,37,2384
9960,57,2047
9961,48,2073
9962,58,2191
9963,59,2333
9964,41,2362
9965,53,2293
9966,19,2887
9967,27,2341
9968,49,2090
9969,43,2301
9970,59,2353
9971,28,2377
9972,29,2807
9973,32,2473
9974,45,2075
9975,25,2588
9976,25,2323
9977,47,2368
9978,56,2331
9979,34,2284
9980,45,2185
9981,19,2492
9982,51,2203
9983,17,2473
9984,57,2309
9985,27,2321
9986,22,2671
9987,51,2017
9988,26,2750
9989,19,2374
9990,18,2527
9991,40,2461
9992,27,2702
9993,68,1970
9994,63,2234
9995,50,2087
9996,31,2587
9997,30,2471
9998,35,2360
9999,32,2313
